3/18/2020,6
3/19/2020,4
3/20/2020,15
3/21/2020,9
3/22/2020,9
3/23/2020,33
3/24/2020,45
3/25/2020,41
3/26/2020,62
3/27/2020,44
3/28/2020,25
3/29/2020,13
3/30/2020,91
3/31/2020,57
4/1/2020,73
4/2/2020,48
4/3/2020,43
4/4/2020,15
4/5/2020,3
4/6/2020,45
4/7/2020,32
4/8/2020,27
4/9/2020,36
4/10/2020,3
4/11/2020,13
4/12/2020,4
4/13/2020,26
4/14/2020,21
4/15/2020,29
4/16/2020,29
4/17/2020,24
4/18/2020,11
4/19/2020,2
4/20/2020,19
4/21/2020,20
4/22/2020,32
4/23/2020,21
4/24/2020,18
4/25/2020,3
4/26/2020,2
4/27/2020,14
4/28/2020,21
4/29/2020,19
4/30/2020,19
5/1/2020,15
5/2/2020,8
5/3/2020,4
5/4/2020,12
5/5/2020,27
5/6/2020,24
5/7/2020,16
5/8/2020,26
5/9/2020,6
5/10/2020,0
5/11/2020,16
5/12/2020,21
5/13/2020,9
5/14/2020,14
5/15/2020,11
5/16/2020,4
5/17/2020,1
5/18/2020,12
5/19/2020,12
5/20/2020,14
5/21/2020,6
5/22/2020,11
5/23/2020,3
5/24/2020,4
5/25/2020,5
5/26/2020,6
5/27/2020,14
5/28/2020,20
5/29/2020,26
5/30/2020,5
5/31/2020,1
6/1/2020,25
6/2/2020,22
6/3/2020,14
6/4/2020,12
6/5/2020,8
6/6/2020,12
6/7/2020,3
6/8/2020,10
6/9/2020,13
6/10/2020,13
6/11/2020,15
6/12/2020,20
6/13/2020,12
6/14/2020,8
6/15/2020,20
6/16/2020,20
6/17/2020,14
6/18/2020,22
6/19/2020,18
6/20/2020,4
6/21/2020,4
6/22/2020,31
6/23/2020,38
6/24/2020,31
6/25/2020,54
6/26/2020,50
6/27/2020,16
6/28/2020,5
6/29/2020,75
6/30/2020,89
7/1/2020,75
7/2/2020,114
7/3/2020,121
7/4/2020,11
7/5/2020,16
7/6/2020,196
7/7/2020,243
7/8/2020,207
7/9/2020,238
7/10/2020,319
7/11/2020,140
7/12/2020,75
7/13/2020,439
7/14/2020,365
7/15/2020,436
7/16/2020,336
7/17/2020,282
7/18/2020,94
7/19/2020,67
7/20/2020,331
7/21/2020,301
7/22/2020,312
7/23/2020,332
7/24/2020,291
7/25/2020,71
7/26/2020,62
7/27/2020,323
7/28/2020,327
7/29/2020,265
7/30/2020,106
7/31/2020,370
8/1/2020,128
8/2/2020,58
8/3/2020,460
8/4/2020,526
8/5/2020,446
8/6/2020,417
8/7/2020,484
8/8/2020,162
8/9/2020,43
8/10/2020,440
8/11/2020,455
8/12/2020,449
8/13/2020,391
8/14/2020,436
8/15/2020,188
8/16/2020,33
8/17/2020,432
8/18/2020,345
8/19/2020,440
8/20/2020,358
8/21/2020,340
8/22/2020,30
8/23/2020,47
8/24/2020,389
8/25/2020,346
8/26/2020,283
8/27/2020,297
8/28/2020,295
8/29/2020,150
8/30/2020,30
8/31/2020,398
9/1/2020,318
9/2/2020,338
9/3/2020,326
9/4/2020,261
9/5/2020,99
9/6/2020,40
9/7/2020,112
9/8/2020,379
9/9/2020,458
9/10/2020,629
9/11/2020,559
9/12/2020,137
9/13/2020,44
9/14/2020,458
9/15/2020,434
9/16/2020,691
9/17/2020,544
9/18/2020,422
9/19/2020,131
9/20/2020,41
9/21/2020,369
9/22/2020,390
9/23/2020,342
9/24/2020,352
9/25/2020,321
9/26/2020,133
9/27/2020,41
9/28/2020,375
9/29/2020,369
9/30/2020,329
10/1/2020,344
10/2/2020,350
10/3/2020,144
10/4/2020,50
10/5/2020,420
10/6/2020,418
10/7/2020,473
10/8/2020,517
10/9/2020,460
10/10/2020,188
10/11/2020,36
10/12/2020,304
10/13/2020,534
10/14/2020,568
10/15/2020,488
10/16/2020,517
10/17/2020,260
10/18/2020,56
10/19/2020,554
10/20/2020,575
10/21/2020,588
10/22/2020,656
10/23/2020,625
10/24/2020,326
10/25/2020,70
10/26/2020,728
10/27/2020,695
10/28/2020,747
10/29/2020,701
10/30/2020,758
10/31/2020,330
11/1/2020,93
11/2/2020,833
11/3/2020,121
11/4/2020,1030
11/5/2020,1104
11/6/2020,1003
11/7/2020,463
11/8/2020,229
11/9/2020,1155
11/10/2020,1113
11/11/2020,778
11/12/2020,1067
11/13/2020,993
11/14/2020,590
11/15/2020,245
11/16/2020,1319
11/17/2020,1232
11/18/2020,1306
11/19/2020,845
11/20/2020,1132
11/21/2020,488
11/22/2020,120
11/23/2020,1372
11/24/2020,1322
11/25/2020,924
11/26/2020,81
11/27/2020,514
11/28/2020,494
11/29/2020,121
11/30/2020,1261
12/1/2020,1215
12/2/2020,1255
12/3/2020,1182
12/4/2020,1090
12/5/2020,555
12/6/2020,253
12/7/2020,1119
12/8/2020,984
12/9/2020,968
12/10/2020,1106
12/11/2020,930
12/12/2020,467
12/13/2020,250
12/14/2020,978
12/15/2020,866
12/16/2020,807
12/17/2020,719
12/18/2020,772
12/19/2020,304
12/20/2020,116
12/21/2020,773
12/22/2020,697
12/23/2020,587
12/24/2020,292
12/25/2020,46
12/26/2020,237
12/27/2020,83
12/28/2020,829
12/29/2020,786
12/30/2020,676
12/31/2020,432
1/1/2021,50
1/2/2021,201
1/3/2021,88
1/4/2021,828
1/5/2021,656
1/6/2021,76
1/7/2021,812
1/8/2021,763
1/9/2021,302
1/10/2021,90
1/11/2021,814
1/12/2021,676
1/13/2021,686
1/14/2021,596
1/15/2021,652
1/16/2021,311
1/17/2021,67
1/18/2021,469
1/19/2021,607
1/20/2021,555
1/21/2021,498
1/22/2021,480
1/23/2021,210
1/24/2021,69
1/25/2021,537
1/26/2021,432
1/27/2021,431
1/28/2021,389
1/29/2021,376
1/30/2021,186
1/31/2021,71
2/1/2021,419
2/2/2021,347
2/3/2021,297
2/4/2021,315
2/5/2021,349
2/6/2021,147
2/7/2021,49
2/8/2021,348
2/9/2021,261
2/10/2021,289
2/11/2021,230
2/12/2021,221
2/13/2021,82
2/14/2021,27
2/15/2021,160
2/16/2021,305
2/17/2021,268
2/18/2021,173
2/19/2021,221
2/20/2021,113
2/21/2021,42
2/22/2021,274
2/23/2021,221
2/24/2021,207
2/25/2021,213
2/26/2021,292
2/27/2021,83
2/28/2021,35
3/1/2021,251
3/2/2021,213
3/3/2021,232
3/4/2021,153
3/5/2021,199
3/6/2021,74
3/7/2021,18
3/8/2021,198
3/9/2021,194
3/10/2021,223
3/11/2021,222
3/12/2021,188
3/13/2021,107
3/14/2021,19
3/15/2021,339
3/16/2021,322
3/17/2021,322
3/18/2021,324
3/19/2021,313
3/20/2021,163
3/21/2021,48
3/22/2021,322
3/23/2021,462
3/24/2021,437
3/25/2021,437
3/26/2021,470
3/27/2021,306
3/28/2021,114
3/29/2021,735
3/30/2021,732
3/31/2021,769
4/1/2021,570
4/2/2021,152
4/3/2021,371
4/4/2021,184
4/5/2021,1619
4/6/2021,1271
4/7/2021,1150
4/8/2021,1411
4/9/2021,1379
4/10/2021,677
4/11/2021,232
4/12/2021,1621
4/13/2021,1288
4/14/2021,1259
4/15/2021,1320
4/16/2021,1087
4/17/2021,554
4/18/2021,184
4/19/2021,1260
4/20/2021,1034
4/21/2021,914
4/22/2021,824
4/23/2021,738
4/24/2021,352
4/25/2021,101
4/26/2021,807
4/27/2021,636
4/28/2021,494
4/29/2021,557
4/30/2021,500
5/1/2021,215
5/2/2021,57
5/3/2021,455
5/4/2021,342
5/5/2021,346
5/6/2021,293
5/7/2021,239
5/8/2021,133
5/9/2021,23
5/10/2021,305
5/11/2021,249
5/12/2021,214
5/13/2021,208
5/14/2021,181
5/15/2021,64
5/16/2021,22
5/17/2021,204
5/18/2021,162
5/19/2021,190
5/20/2021,150
5/21/2021,140
5/22/2021,57
5/23/2021,15
5/24/2021,173
5/25/2021,108
5/26/2021,115
5/27/2021,89
5/28/2021,80
5/29/2021,57
5/30/2021,12
5/31/2021,60
6/1/2021,87
6/2/2021,74
6/3/2021,67
6/4/2021,59
6/5/2021,32
6/6/2021,9
6/7/2021,68
6/8/2021,56
6/9/2021,61
6/10/2021,53
6/11/2021,64
6/12/2021,47
6/13/2021,16
6/14/2021,83
6/15/2021,66
6/16/2021,50
6/17/2021,36
6/18/2021,38
6/19/2021,20
6/20/2021,10
6/21/2021,65
6/22/2021,50
6/23/2021,39
6/24/2021,54
6/25/2021,39
6/26/2021,22
6/27/2021,13
6/28/2021,76
6/29/2021,82
6/30/2021,98
7/1/2021,86
7/2/2021,69
7/3/2021,27
7/4/2021,17
7/5/2021,57
7/6/2021,143
7/7/2021,133
7/8/2021,95
7/9/2021,123
7/10/2021,68
7/11/2021,40
7/12/2021,214
7/13/2021,213
7/14/2021,220
7/15/2021,253
7/16/2021,229
7/17/2021,136
7/18/2021,67
7/19/2021,360
7/20/2021,390
7/21/2021,384
7/22/2021,399
7/23/2021,438
7/24/2021,207
7/25/2021,85
7/26/2021,372
7/27/2021,659
7/28/2021,751
7/29/2021,794
7/30/2021,748
7/31/2021,400
8/1/2021,201
8/2/2021,1095
8/3/2021,958
8/4/2021,886
8/5/2021,947
8/6/2021,968
8/7/2021,559
8/8/2021,238
8/9/2021,1529
8/10/2021,1041
8/11/2021,1198
8/12/2021,1222
8/13/2021,1099
8/14/2021,560
8/15/2021,154
8/16/2021,1325
8/17/2021,1068
8/18/2021,970
8/19/2021,964
8/20/2021,990
8/21/2021,536
8/22/2021,190
8/23/2021,1238
8/24/2021,930
8/25/2021,846
8/26/2021,829
8/27/2021,736
8/28/2021,375
8/29/2021,127
8/30/2021,722
8/31/2021,295
9/1/2021,2
